aadb=1,嗷嗷待哺
huvt=1,好事之徒
huvu=1,后事之师
huwu=1,回首往事
huxy=1,欢声笑语
huyg=1,还是一个
huyh=1,火树银花
huyl=1,荒山野岭
huyr=1,很少有人
huyy=1,还是一样
huz=1,活受罪
hvbj=1,悔之不及
hvbl=1,横征暴敛
hvbn=1,会者不难
hvbq=1,挥之不去
hvgj=1,和衷共济
hvhj=1,后知后觉
hvjl=1,呼之即来
hvjq=1,挥之即去
hvju=1,货真价实
hvkd=1,华中科大
hvp=1,化妆品
hvqi=1,哗众取宠
hvql=1,火中取栗
hvrg=1,恨之入骨
hvuu=1,或者说是
hvvv=1,花枝招展
hvvx=1,会展中心
hvwl=1,化整为零
hvyh=1,话中有话
hvyx=1,好整以暇
hwbl=1,毫无保留
hwev=1,毫无二致
hwg=1,和为贵
hwgj=1,毫无顾忌
hwgx=1,毫无关系
hwj=1,好望角
hwl=1,好无聊
hwlv=1,后无来者
hwly=1,毫无理由
hwn=1,很无奈
hwq=1,核武器
hwru=1,好为人师
hwry=1,荒无人烟
hwsk=1,换位思考
hwvm=1,化外之民
hwwq=1,回味无穷
hwwy=1,化为乌有
hwx=1,红外线
hwy=1,画外音
hwyg=1,互为因果
hwyi=1,毫无用处
hwyt=1,混为一谈
hwyw=1,毫无疑问
hwyy=1,毫无意义
hxb=1,还行吧
hxbd=1,横行霸道
hxbf=1,喝西北风
hxdb=1,韩信点兵
hxel=1,呼啸而来
hxgw=1,欢欣鼓舞
hxh=1,很喜欢
hxhb=1,混淆黑白
hxhy=1,好心好意
hxi=1,候选窗
hxiq=1,红杏出墙
hxjq=1,含笑九泉
hxl=1,候选栏
hxlb=1,花心萝卜
hxlt=1,虎穴龙潭
hxny=1,花香鸟语
hxpr=1,含血喷人
hxrk=1,含辛茹苦
hxry=1,何许人也
hxsq=1,灰心丧气
hxtw=1,互相推诿
hxtx=1,横行天下
hxut=1,混淆视听
hxvy=1,回心转意
hxwy=1,化险为夷
hxxh=1,好行小惠
hxy=1,还需要
hxyc=1,互相依存
hxyq=1,沆瀣一气
hxyx=1,会心一笑
hxz=1,黑匣子
hxzl=1,河西走廊
hyb=1,很一般
hybm=1,红颜薄命
hybq=1,怀冤抱屈
hybu=1,还有不少
hybv=1,很有帮助
hyby=1,很有必要
hycb=1,毁誉参半
hydh=1,好勇斗狠
hydl=1,很有道理
hyew=1,和衣而卧
hyf=1,会议费
hyfq=1,获益匪浅
hyfx=1,花样翻新
hyg=1,还有个
hygx=1,很有关系
hyhj=1,忽远忽近
hyhu=1,红颜祸水
hyhx=1,忽隐忽现
hyjd=1,何以见得
hyjg=1,还有几个
hyjh=1,含英咀华
hyjj=1,火眼金睛
hyjq=1,喊冤叫屈
hykn=1,很有可能
hyl=1,回忆录
hyly=1,胡言乱语
hymy=1,还有没有
hynh=1,花样年华
hyns=1,含饴弄孙
hypy=1,汉语拼音
hyq=1,黑眼圈
hyqh=1,后院起火
hyqy=1,花言巧语
hyv=1,后遗症
hyvj=1,红颜知己
hyvy=1,豪言壮语
hywi=1,厚颜无耻
hywl=1,好逸恶劳
hywq=1,花冤枉钱
hyxq=1,很有兴趣
hyyc=1,还有一次
hyyd=1,毁于一旦
hyyg=1,还有一个
hyys=1,和颜悦色
hyyv=1,还有一种
hyyy=1,很有意义
hzdz=1,何足道哉
hzey=1,涸泽而渔
hzfw=1,胡作非为
hzgi=1,何足挂齿
hzh=1,洪泽湖
hzhb=1,合作伙伴
hzlh=1,合纵连横
hzqy=1,合资企业
hzvy=1,何罪之有
hzwq=1,何足为奇
hzwv=1,好自为之
hzyu=1,活字印刷
iald=1,尘埃落定
ib=1,成本
ibal=1,除暴安良
ibd=1,差不多
ibdl=1,差不多了
ibdu=1,成败得失
ibg=1,吃不惯
ibgq=1,喘不过气
ibhz=1,吃饱喝足
ibi=1,吃不吃
ibk=1,吃不开
ibkw=1,臭不可闻
ibl=1,吃饱了
iblt=1,秤不离砣
ibmg=1,吃闭门羹
ibtd=1,差不太多
ibu=1,出版社
ibuq=1,成百上千
ibuv=1,赤膊上阵
ibx=1,吃不消
ibxq=1,吃不下去
icjh=1,趁此机会
icjy=1,重操旧业
icld=1,陈词滥调
icvw=1,除此之外
icxc=1,出此下策
icyl=1,吃错药了
icyw=1,长此以往
idbx=1,拆东补西
idd=1,沉甸甸
iddu=1,抽刀断水
idfv=1,重蹈覆辙
idjx=1,唱独角戏
idk=1,吃大亏
idl=1,吃多了
idq=1,充电器
idtx=1,唱对台戏
idu=1,成都市
iduy=1,传道授业
idvq=1,沉得住气
idvx=1,赤胆忠心
idx=1,唱大戏
idzt=1,迟到早退
iebw=1,充耳不闻
iefe=1,出尔反尔
iewj=1,除恶务尽
ieyu=1,惩恶扬善
ifd=1,出发点
ifdy=1,春风得意
ifhy=1,春风化雨
ifl=1,吃饭了
iflb=1,车匪路霸
ifny=1,嘲风弄月
ifpl=1,长风破浪
ifq=1,吃饭去
ifql=1,吃饭去了
ifru=1,超凡入圣
ifum=1,充分说明
ifx=1,长方形
ifxv=1,冲锋陷阵
ifyd=1,春风一度
igdg=1,称孤道寡
igdk=1,长歌当哭
igli=1,出乖露丑
iglx=1,陈规陋习
igmm=1,春光明媚
igvv=1,常规战争
igyh=1,重归于好
ihdj=1,趁火打劫
ihhj=1,楚河汉界
ihib=1,唇红齿白
ihik=1,诚惶诚恐
ihir=1,超乎常人
ihlm=1,春花烂漫
ihlp=1,蠢话连篇
ihlq=1,春寒料峭
ihls=1,吃喝拉撒
ihpd=1,吃喝嫖赌
ihrw=1,车毁人亡
ihtn=1,冲昏头脑
ihtt=1,成何体统
ihvl=1,吹灰之力
ihwl=1,吃喝玩乐
ihxx=1,超乎想象
ihyl=1,出乎意料
ii=1,尝尝
iibj=1,愁肠百结
iibq=1,踌躇不前
iidr=1,楚楚动人
iihh=1,吃吃喝喝
iijh=1,重出江湖
iiji=1,驰骋疆场
iijj=1,长长久久
iikl=1,楚楚可怜
iiml=1,初出茅庐
iimm=1,缠缠绵绵
iimv=1,踌躇满志
iinf=1,插翅难飞
iing=1,称臣纳贡
iinn=1,吵吵闹闹
iint=1,插翅难逃
iipb=1,处处碰壁
iirr=1,吵吵嚷嚷
iivb=1,唇齿之邦
iivx=1,吃穿住行
iiww=1,颤颤巍巍
iix=1,尝尝鲜
iixy=1,唇齿相依
iiyd=1,蠢蠢欲动
iiyy=1,绰绰有余
ijdg=1,超级大国
ijdy=1,穿金戴银
ijgm=1,初具规模
ijhh=1,楚界汉河
ijix=1,初见成效
ijkt=1,吃尽苦头
ijl=1,长颈鹿
ijlv=1,掣襟露肘
ijly=1,成家立业
ijrx=1,出将入相
ijsh=1,成吉思汗
ijt=1,长镜头
ijtr=1,重见天日
ijtu=1,创巨痛深
ijuq=1,触景生情
ijv=1,持久战
ijvj=1,长久之计
ijyx=1,除旧迎新
ikb=1,触控板
ikdh=1,插科打诨
ikei=1,冲口而出
ikiv=1,出口成章
ikjm=1,吹糠见米
iknl=1,吃苦耐劳
ikq=1,喘口气
ikt=1,创可贴
ikur=1,出口伤人
ikxf=1,敞开心扉
ilbc=1,出类拔萃
ilbx=1,川流不息
ildd=1,豺狼当道
ildk=1,吃了大亏
ildv=1,重峦叠嶂
ilf=1,差旅费
ilfm=1,初露锋芒
ilfn=1,出离愤怒
ilhb=1,豺狼虎豹
ili=1,尝了尝
ilkx=1,乘龙快婿
ill=1,赤裸裸
ilmd=1,出了名的
ilp=1,处理品
ilpt=1,触类旁通
ilpw=1,吃里扒外
ilq=1,处理器
ilqj=1,春兰秋菊
ilqz=1,吃了枪子
ilti=1,吹拉弹唱
iltv=1,垂帘听政
ilv=1,车轮战
ilvd=1,初来乍到
im=1,沉默
imbs=1,长命百岁
imbv=1,愁眉不展
imby=1,沉默不语
imfc=1,缠绵悱恻
imgy=1,沉默寡言
imhc=1,出谋划策
imjj=1,窗明几净
imjs=1,沉湎酒色
imju=1,瞠目结舌
imjx=1,触目惊心
imkl=1,愁眉苦脸
imld=1,车马劳顿
imm=1,重命名
imp=1,触摸屏
imqc=1,吹毛求疵
imu=1,触摸式
imuh=1,城门失火
imuj=1,沉默是金
imv=1,充满着
imvn=1,迟暮之年
imvv=1,臭名昭著
imvw=1,驰名中外
imwh=1,春梦无痕
imwi=1,出没无常
imwl=1,魑魅魍魉
imy=1,沉迷于
imyy=1,柴米油盐
imyy=1,臭名远扬
imzw=1,出门在外
in=1,承诺
indj=1,吃奶的劲
inhk=1,春暖花开
inju=1,陈年旧事
injv=1,陈年旧账
inl=1,超能力
inlj=1,陈年老酒
inly=1,长年累月
inp=1,吹牛皮
inr=1,成年人
invj=1,刹那之间
inyn=1,痴男怨女
inz=1,处女座
ip=1,产品
ipd=1,触碰到
ipdl=1,长篇大论
ipdv=1,IP地址
ipld=1,长篇累牍
ipxu=1,长篇小说
iq=1,重启
iqbb=1,乘其不备
iqbf=1,春秋笔法
iqbh=1,惩前毖后
iqby=1,出其不意
iqdn=1,重启电脑
iqfr=1,锄强扶弱
iqil=1,潮起潮落
iqit=1,臭气冲天
iqjd=1,成群结队
iql=1,出去了
iqld=1,陈腔滥调
iqlz=1,臭棋篓子
iqqh=1,承前启后
iqql=1,春去秋来
iqry=1,差强人意
iqt=1,出气筒
iqu=1,重庆市
iquj=1,唇枪舌剑
iquw=1,成千上万
iqvg=1,春秋战国
iqvr=1,长驱直入
iqvu=1,出奇制胜
iqyl=1,长期以来
irbj=1,宠辱不惊
irdt=1,趁热打铁
irru=1,怅然若失
irtd=1,出人头地
irum=1,痴人说梦
irvm=1,成人之美
irvw=1,乘人之危
irww=1,超然物外
iryl=1,出人意料
isbj=1,抽丝剥茧
iscs=1,差三错四
islj=1,沉思良久
isvv=1,垂死挣扎
isyy=1,畅所欲言
it=1,传统
itbi=1,丑态百出
itbl=1,丑态毕露
itbu=1,长途跋涉
itdp=1,吹弹得破
itfy=1,尘土飞扬
itg=1,床头柜
itgn=1,传统观念
itiw=1,彻头彻尾
itkp=1,吹弹可破
itmd=1,传统美德
itn=1,出头鸟
itsq=1,垂头丧气
itt=1,赤条条
ituh=1,传统社会
itvg=1,呈堂证供
itvr=1,出头之日
itwh=1,传统文化
itwz=1,畅通无阻
ity=1,差太远
ityl=1,差太远了
ityq=1,串通一气
ityu=1,长叹一声
iubf=1,出手不凡
iubl=1,长生不老
iubz=1,成事不足
iudx=1,城市大学
iufr=1,出水芙蓉
iujj=1,常胜将军
iujl=1,崇山峻岭
iukj=1,触手可及
iukk=1,诚实可靠
iukq=1,赤手空拳
iult=1,赤身露体
iuml=1,车水马龙
iund=1,初生牛犊
iuqx=1,承上启下
iurd=1,出双入对
iurh=1,出神入化
iurs=1,出生入死
iuux=1,诚实守信
iuxv=1,春生夏长
iuxx=1,重拾信心
iuzt=1,成事在天
ivb=1,成正比
ivdj=1,沉重代价
ivfy=1,叱咤风云
ivhl=1,差之毫厘
ivja=1,长治久安
ivmg=1,晨钟暮鼓
ivnd=1,纯真年代
ivnf=1,吃斋念佛
ivqg=1,重整旗鼓
ivqr=1,传之其人
ivtr=1,处之泰然
ivvw=1,池中之物
ivwh=1,成者王侯
ivy=1,出主意
ivyb=1,嗤之以鼻
ivyh=1,持之以恒
ivyx=1,穿针引线
ivzx=1,成竹在胸
iw=1,成为
iwbk=1,成王败寇
iwcr=1,查无此人
iwf=1,吃完饭
iwib=1,称王称霸
iwih=1,唇亡齿寒
iwj=1,储物间
iwjh=1,传为佳话
iwjm=1,重温旧梦
iwkn=1,成为可能
iwl=1,吃完了
iwt=1,出问题
iwuj=1,查无实据
iwx=1,储物箱
iwxt=1,臭味相投
ix=1,出现
ixdd=1,称兄道弟
ixdt=1,长吁短叹
ixdz=1,捶胸顿足
ixel=1,乘兴而来
ixer=1,乘虚而入
ixf=1,吃闲饭
ixg=1,出现过
ixh=1,程序化
ixhl=1,吃香喝辣
ixiy=1,诚心诚意
ixjl=1,处心积虑
ixl=1,出现了
ixqd=1,春夏秋冬
ixqh=1,承先启后
ixry=1,称心如意
ixs=1,储蓄所
ixsi=1,垂涎三尺
ixsu=1,长相厮守
ixu=1,畅销书
ixuw=1,长袖善舞
ixv=1,初学者
ixvf=1,抽薪止沸
ixvj=1,喘息之间
ixvm=1,城下之盟
ixwd=1,喘息未定
ixwx=1,痴心妄想
ixwz=1,畅行无阻
ixx=1,持续性
ixyd=1,垂涎欲滴
ixyj=1,垂涎已久
ixyk=1,春宵一刻
ixz=1,趁现在
iyar=1,春意盎然
iyb=1,创业版
iybj=1,迟疑不决
iybk=1,吃哑巴亏
iybx=1,出言不逊
iycw=1,愁云惨雾
iydb=1,穿衣打扮
iyfh=1,茶余饭后
iygs=1,察言观色
iyit=1,彻夜长谈
iyjh=1,茶余酒后
iyl=1,差远了
iylu=1,春意阑珊
iyly=1,沉鱼落雁
iymb=1,沉冤莫白
iymw=1,崇洋媚外
iynm=1,彻夜难眠
iyry=1,春雨如油
iys=1,超音速
iywm=1,彻夜未眠
iywv=1,出言无状
iyx=1,查一下
iyxh=1,成也萧何
iyyj=1,抽油烟机
iyz=1,常用字
izdl=1,车载斗量
izdu=1,迟早的事
izjd=1,传宗接代
izl=1,创造力
izyh=1,姹紫嫣红
ja=1,骄傲
jabx=1,桀骜不驯
jaqm=1,举案齐眉
jasw=1,居安思危
jaub=1,节哀顺变
jazd=1,骄傲自大
jazm=1,骄傲自满
jbbb=1,骄兵必败
jbbw=1,津巴布韦
jbdg=1,见不得光
jbdr=1,见不得人
jbf=1,加班费
jbfu=1,绝不放手
jbgx=1,绝不姑息
jbhh=1,金碧辉煌
jbiy=1,久病成医
jbjd=1,加班加点
jbjv=1,精兵简政
jbkc=1,坚不可摧
jbkd=1,急不可待
jbkn=1,绝不可能
jbku=1,机不可失
jbmy=1,基本没有
jbn=1,几百年
jbnv=1,剑拔弩张
jbpi=1,捷报频传
jbq=1,经不起
jbqj=1,精兵强将
jbqy=1,坚壁清野
jbrf=1,健步如飞
jbrf=1,间不容发
jbrr=1,技不如人
jbrx=1,今不如昔
jbtj=1,基本条件
jbtm=1,金榜题名
jbv=1,记不住
jbwj=1,举步维艰
jbwx=1,洁白无瑕
jbxf=1,箭不虚发
jbyu=1,技不压身
jbzu=1,饥不择食
jc=1,精彩
jcba=1,局促不安
jcc=1,急匆匆
jcey=1,仅此而已
jcfi=1,精彩纷呈
jcjc=1,将错就错
jcjl=1,精彩绝伦
jcjy=1,惊才绝艳
jcl=1,记错了
jclj=1,就此了结
jcqy=1,见财起意
jcsf=1,几次三番
jcwg=1,家财万贯
jcxh=1,结草衔环
jcy=1,仅次于
jd=1,简单
jd=1,绝对
jdb=1,仅代表
jdbf=1,绝大部分
jdbh=1,绝对不会
jdbu=1,绝对不是
jdbx=1,绝对不行
jdby=1,坚定不移
jdcm=1,绝顶聪明
jdd=1,娇滴滴
jddu=1,绝大多数
jdeq=1,崛地而起
jdf=1,借贷方
jdfg=1,假道伐虢
jdfh=1,绝代风华
jdfl=1,江东父老
jdh=1,机顶盒
jdhx=1,皆大欢喜
jdhy=1,夹道欢迎
jdil=1,机动车辆
jdiv=1,集大成者
jdiy=1,旧地重游
jdj=1,基督教
jdjj=1,亟待解决
jdjr=1,绝代佳人
jdl=1,几点了
jdld=1,加大力度
jdlh=1,机动灵活
jdly=1,既得利益
jdmd=1,加德满都
jdml=1,简单明了
jdmy=1,绝对没有
jdq=1,经得起
jdqc=1,就地取材
jdrx=1,激动人心
jdu=1,绝对是
jdug=1,见多识广
jdur=1,借刀杀人
jdv=1,景德镇
jdvf=1,就地正法
jdvl=1,家道中落
jdvw=1,井底之蛙
jdwm=1,借贷无门
jdwx=1,近代文学
jdx=1,决定性
jdxk=1,精雕细刻
jdxs=1,精打细算
jdxu=1,积德行善
jdxv=1,精雕细琢
jdy=1,就读于
jdyd=1,家大业大
jdyf=1,教导有方
jdys=1,结党营私
je=1,金额
jeg=1,今儿个
jeij=1,剪恶除奸
jejs=1,吉尔吉斯
jejv=1,久而久之
jels=1,接二连三
jeri=1,疾恶如仇
jeyv=1,简而言之
jeyv=1,兼而有之
jf=1,解放
jfdd=1,鸡飞蛋打
jfgt=1,鸡飞狗跳
jfiv=1,见缝插针
jfj=1,解放军
jfjp=1,劫富济贫
jfjz=1,见缝就钻
jfl=1,解放了
jfp=1,警匪片
jfq=1,解放前
jfsu=1,金风送爽
jfu=1,紧肤水
jfud=1,见风使舵
jfum=1,久负盛名
jfv=1,几分钟
jfvj=1,酒逢知己
jfvq=1,肌肤之亲
jfx=1,见分晓
jfxb=1,今非昔比
jfxi=1,接风洗尘
jfyf=1,奸夫淫妇
jfyl=1,金风玉露
jfyu=1,绝非易事
jg=1,结果
jg=1,尽管
jgbg=1,将功补过
jgbx=1,居高不下
jgck=1,仅供参考
jgeq=1,揭竿而起
jgfj=1,借古讽今
jgg=1,九宫格
jghy=1,急公好义
jgj=1,金刚经
jgjc=1,鞠躬尽瘁
jgjj=1,加官晋爵
jgjl=1,急功近利
jgjs=1,假公济私
jgl=1,见鬼了
jglx=1,居高临下
jgly=1,建功立业
jglz=1,举个例子
jgmj=1,击鼓鸣金
jgn=1,结果呢
jgq=1,机关枪
jgqb=1,静观其变
jgqg=1,今古奇观
jgqm=1,金鼓齐鸣
jgr=1,几个人
jgrk=1,举国若狂
jgs=1,见光死
jgsg=1,嫁狗随狗
jgsj=1,机关算尽
jgsx=1,酒过三巡
jgtm=1,金戈铁马
jgu=1,井冈山
jguj=1,几个世纪
jgux=1,举国上下
jguz=1,将功赎罪
jgv=1,紧箍咒
jgvc=1,经国之才
jgvn=1,惊弓之鸟
jgvt=1,几个钟头
jgvw=1,居功至伟
jgvz=1,将功折罪
jgw=1,甲骨文
jgx=1,金龟婿
jgxm=1,巾帼须眉
jgxu=1,几个小时
jgxz=1,精耕细作
jgy=1,几个月
jgyq=1,降格以求
jgz=1,几个字
jgza=1,居功自傲
jh=1,几乎
jhdx=1,浸会大学
jhe=1,绝活儿
jher=1,酒酣耳热
jhes=1,尽欢而散
jhg=1,脚后跟
jhhh=1,江河湖海
jhi=1,救护车
jhj=1,交换机
jhjj=1,集合竞价
jhjp=1,饥寒交迫
jhju=1,见好就收
jhjy=1,静候佳音
jhlx=1,酒后乱性
jhm=1,激活码
jhmm=1,机会渺茫
jhmy=1,几乎没有
jhrx=1,江河日下
jht=1,交换台
jhtd=1,襟怀坦荡
jhu=1,几乎是
jhuc=1,惊慌失措
jhuy=1,镜花水月
jhvy=1,机会主义
jhwd=1,惊魂未定
jhx=1,就好像
jhxf=1,借花献佛
jhxi=1,旧恨新仇
jhxq=1,驾鹤西去
jhy=1,嫁祸于
jhyp=1,惊鸿一瞥
jhyr=1,嫁祸于人
jhyu=1,劫后余生
jhz=1,叫花子
jibq=1,纠缠不清
jibx=1,坚持不懈
jieq=1,绝尘而去
jifu=1,绝处逢生
jij=1,警察局
jild=1,家长里短
jill=1,饥肠辘辘
jirl=1,酒池肉林
jitq=1,金蝉脱壳
jiuu=1,既成事实
jj=1,解决
jj=1,渐渐
jjai=1,计将安出
jjb=1,精简版
jjbb=1,结结巴巴
jjbg=1,久假不归
jjbl=1,解决不了
jjbt=1,节节败退
jjbu=1,经久不衰
jjbx=1,经久不息
jjc=1,经济舱
jjcu=1,荆棘丛生
jjcy=1,积极参与
jjdd=1,简简单单
jjdl=1,金鸡独立
jjex=1,见机而行
jjf=1,激将法
jjfu=1,久经风霜
jjfz=1,积极分子
jjg=1,肩胛骨
jjgl=1,犄角旮旯
jjgt=1,解甲归田
jjgy=1,九九归一
jjh=1,几句话
jjhh=1,家家户户
jjhu=1,聚精会神
jji=1,竞技场
jjii=1,进进出出
jjii=1,加减乘除
jjji=1,借酒浇愁
jjjj=1,斤斤计较
jjjz=1,戒骄戒躁
jjk=1,借记卡
jjkk=1,健健康康
jjkw=1,岌岌可危
jjky=1,久经考验
jjl=1,解决了
jjld=1,津津乐道
jjm=1,解解闷
jjml=1,简洁明了
jjmm=1,急急忙忙
jjn=1,近几年
jjnv=1,绞尽脑汁
jjny=1,经久耐用
jjpu=1,节节攀升
jjql=1,竭尽全力
jjr=1,节假日
jjrc=1,仅仅如此
jjrx=1,久居人下
jjs=1,晋级赛
jjsd=1,静极思动
jjsj=1,嫁鸡随鸡
jjsn=1,竭尽所能
jjst=1,荆棘塞途
jjt=1,近几天
jjtd=1,积极推动
jjtq=1,经济特区
jjtx=1,兼济天下
jju=1,旧金山
jjud=1,借鸡生蛋
jjuh=1,经济实惠
jjui=1,久经沙场
jjul=1,节节胜利
jjv=1,紧接着
jjvd=1,积极主动
jjvu=1,掎角之势
jjvv=1,叽叽喳喳
jjvx=1,眷眷之心
jjw=1,降降温
jjwm=1,籍籍无名
jjwt=1,解决问题
jjww=1,叽叽歪歪
jjx=1,积极性
jjxd=1,借鸡下蛋
jjxj=1,经济学家
jjxl=1,涓涓细流
jjxu=1,见机行事
jjys=1,积极因素
jjyt=1,井井有条
jjyu=1,炯炯有神
jjyw=1,津津有味
jjyx=1,积极影响
jjyy=1,兢兢业业
jjyz=1,积极营造
jjzt=1,荆棘载途
jkbd=1,叫苦不迭
jkbt=1,绝口不提
jkfd=1,艰苦奋斗
jkiv=1,健康成长
jkjn=1,救苦救难
jklt=1,叫苦连天
jkvk=1,健康状况
jkwv=1,惊恐万状
jkyl=1,金科玉律
jkyy=1,金口玉言
jlb=1,俱乐部
jlbd=1,接连不断
jlbs=1,基里巴斯
jlcj=1,江郎才尽
jldx=1,吉林大学
jlew=1,尽力而为
jlgl=1,叽里呱啦
jlgs=1,鸡零狗碎
jlgu=1,精力过剩
jlip=1,精力充沛
jljs=1,加拉加斯
jllv=1,据理力争
jlmg=1,紧锣密鼓
jlp=1,纪录片
jlru=1,军令如山
jltx=1,君临天下
jlum=1,举例说明
jlvu=1,嗟来之食
jlwm=1,价廉物美
jlwu=1,精力旺盛
jlwy=1,见利忘义
jlxx=1,见猎心喜
jlyt=1,急流勇退
jmgd=1,鸡鸣狗盗
jmgf=1,鸡鸣狗吠
jmny=1,挤眉弄眼
jmqg=1,精明强干
jmqv=1,静脉曲张
jmsp=1,鸡毛蒜皮
jmvh=1,近墨者黑
jmwl=1,假冒伪劣
jmwq=1,举目无亲
jnd=1,加拿大
jndx=1,暨南大学
jnfd=1,酒囊饭袋
jnjy=1,借你吉言
jnly=1,经年累月
jnmj=1,锦囊妙计
jnnd=1,今年年底
jnni=1,今年年初
jnp=1,纪念品
jns=1,吉尼斯
jnvh=1,倦鸟知还
jnxv=1,解囊相助
jnxz=1,艰难险阻
jnym=1,九牛一毛
jo=1,奇偶
jpgd=1,鸡皮疙瘩
jplj=1,筋疲力尽
jprw=1,家破人亡
jprx=1,家贫如洗
jpv=1,柬埔寨
jpwy=1,就怕万一
jpxu=1,金盆洗手
jq=1,极其
jqbd=1,举棋不定
jqbl=1,鸡犬不留
jqbn=1,鸡犬不宁
jqbq=1,坚强不屈
jqbv=1,将勤补拙
jqdb=1,夹枪带棒
jqdx=1,剑桥大学
jqfl=1,奖勤罚懒
jqgy=1,究其根源
jqhi=1,九曲回肠
jqju=1,驾轻就熟
jqn=1,几千年
jqpp=1,精确匹配
jqqx=1,捐弃前嫌
jqr=1,机器人
jqsn=1,尽其所能
jqsu=1,激情四射
jqut=1,鸡犬升天
jqx=1,进取心
jqyk=1,见钱眼开
jqyu=1,交浅言深
jrbb=1,坚韧不拔
jrbt=1,截然不同
jrbt=1,迥然不同
jrbu=1,居然不是
jrev=1,戛然而止
jrh=1,尖锐化
jrhi=1,噤若寒蝉
jris=1,君辱臣死
jriz=1,静如处子
jrjj=1,渐入佳境
jrjv=1,见仁见智
jrjy=1,假仁假义
jrkl=1,节日快乐
jrlx=1,寄人篱下
jrpu=1,坚如磐石
jrpy=1,酒肉朋友
jrql=1,拒人千里
jrrc=1,既然如此
jrry=1,尽如人意
jrtx=1,吉人天相
jru=1,假如说
jrub=1,敬如上宾
jrum=1,敬若神明
jrvn=1,急人之难
jrwj=1,金融危机
jrx=1,兼容性
jry=1,金融业
jryu=1,孑然一身
jryx=1,井然有序
jryy=1,佳人有约
jrzz=1,矫揉造作
js=1,计算
jsbj=1,见死不救
jsby=1,己所不欲
jscq=1,酒色财气
jsfu=1,救死扶伤
jsgy=1,集思广益
jsj=1,计算机
jskb=1,尖酸刻薄
jsl=1,就算了
jsq=1,计算器
jsu=1,江苏省
jsvt=1,酒色之徒
jswj=1,见所未见
jsyu=1,九死一生
jt=1,今天
jtb=1,剪贴板
jtdd=1,惊天动地
jtdx=1,交通大学
jtfh=1,借题发挥
jtg=1,晶体管
jtgs=1,集团公司
jthd=1,集体活动
jthl=1,惊涛骇浪
jtil=1,卷土重来
jtje=1,交头接耳
jtjy=1,几天几夜
jtle=1,焦头烂额
jtln=1,进退两难
jtly=1,九天揽月
jtn=1,九头鸟
jtsb=1,家徒四壁
jtsk=1,狡兔三窟
jtud=1,脚踏实地
jtuj=1,进退失据
jtvf=1,家庭主妇
jtwd=1,经天纬地
jtwg=1,进退维谷
jtwm=1,进退无门
jtx=1,警惕性
jtxw=1,街头巷尾
jtxx=1,精挑细选
jtxy=1,街谈巷议
jtyh=1,交通银行
jtyj=1,鸡同鸭讲
jtyn=1,金童玉女
jtzm=1,兼听则明
jtzy=1,家庭作业
juab=1,济世安邦
juam=1,济世安民
jub=1,记事本
jubg=1,据实禀告
jubl=1,接受不了
jubm=1,见势不妙
jubv=1,精神不振
jubx=1,兼收并蓄
judl=1,绝世独立
jufl=1,精神分裂
jugr=1,举世公认
jugy=1,娇生惯养
juhf=1,精神焕发
juhh=1,借尸还魂
juhs=1,惊世骇俗
jui=1,寄生虫
juid=1,积少成多
juit=1,积沙成塔
juiy=1,积水成渊
jujm=1,尽善尽美
jujr=1,济世救人
juju=1,今生今世
jult=1,近水楼台
julu=1,就事论事
jumy=1,即使没有
junl=1,几十年来
junq=1,几十年前
junt=1,劫数难逃
jurh=1,江山如画
juth=1,锦上添花
jutz=1,举手投足
juuj=1,江山社稷
juv=1,驾驶证
juvl=1,举手之劳
juvm=1,举世瞩目
juvy=1,经世致用
juwk=1,金石为开
juwm=1,举世闻名
juwu=1,举世无双
juxl=1,及时行乐
juyd=1,尽收眼底
juyg=1,江山易改
juyh=1,建设银行
juyx=1,介绍一下
juyy=1,骄奢淫逸
juzf=1,今是昨非
juzh=1,洁身自好
juzj=1,经史子集
jv=1,简直
jv=1,极致
jvbd=1,见诸报端
jvbg=1,精忠报国
jvbj=1,接踵比肩
jvbq=1,坚贞不屈
jvbu=1,紧追不舍
jvby=1,久治不愈
jvd=1,就知道
jvdl=1,就知道了
jvdw=1,就知道玩
jvdx=1,加州大学
jvel=1,接踵而来
jvev=1,接踵而至
jvf=1,鸡爪疯
jvg=1,九寨沟
jviv=1,见招拆招
jvj=1,假正经
jvjg=1,就这几个
jvjl=1,集中精力
jvjz=1,尽职尽责
jvk=1,急诊科
jvl=1,竞争力
jvlg=1,加州理工
jvli=1,价值连城
jvm=1,就这么
jvmb=1,就这么办
jvmt=1,紧皱眉头
jvmw=1,拒之门外
jvnf=1,积重难返
jvqi=1,鸠占鹊巢
jvr=1,截止日
jvrn=1,禁止入内
jvrq=1,举重若轻
jvu=1,简直是
jvuc=1,举止失措
jvuv=1,急中生智
jvv=1,截止至
jvvi=1,近朱者赤
jvvx=1,急转直下
jvw=1,建筑物
jvwb=1,夹着尾巴
jvx=1,甲状腺
jvxw=1,街知巷闻
jvy=1,就这样
jvyb=1,就这样吧
jvyc=1,仅止于此
jvyg=1,就这一个
jvyh=1,击中要害
jvyl=1,就这样了
jvyy=1,金枝玉叶
jvzv=1,句斟字酌
jw=1,几位
jwbj=1,既往不咎
jwcj=1,金屋藏娇
jwdm=1,久闻大名
jwds=1,居无定所
